data_name,rs,train_rmse,test_rmse,memory_usage,time_usage,algo
100_data,73,0.0,1.5118578920369088,5.38671875,0.9889917373657227,svd
100_data,57,2.0185873175002847e-17,1.5055918180865209,5.40625,1.0194065570831299,svd
100_data,89,0.0,1.5118578920369088,5.40234375,1.0700488090515137,svd
100_data,26,2.2888628750463143e-17,1.4946996300685245,5.4140625,1.209031581878662,svd
100_data,91,0.0,1.5118578920369088,5.3515625,1.1677887439727783,svd
100_data,34,2.2888628750463143e-17,1.4946996300685245,5.4140625,1.1972873210906982,svd
100_data,10,5.394901533837953e-18,1.5105449452916095,5.20703125,0.9707870483398438,svd
100_data,64,2.0894363794983245e-17,1.509385514434867,5.33203125,1.076190710067749,svd
100_data,7,8.09235230075693e-18,1.5021770693604726,5.37890625,0.9136369228363037,svd
100_data,51,2.0185873175002847e-17,1.5055918180865209,5.3671875,1.0167357921600342,svd
100_data,95,2.0185873175002847e-17,1.5055918180865209,5.3671875,0.978557825088501,svd
100_data,13,0.0,1.5118578920369088,5.453125,0.8758134841918945,svd
100_data,42,7.629542916821047e-18,1.5055918180865209,5.3671875,1.1216275691986084,svd
100_data,70,0.0,1.5118578920369088,5.30078125,1.0147480964660645,svd
100_data,18,2.6974507669189767e-18,1.5031091338158376,5.41796875,0.6584436893463135,svd
100_data,83,2.6974507669189767e-18,1.5031091338158376,5.4453125,0.7852392196655273,svd
100_data,29,2.2888628750463143e-17,1.5105449452916095,-1.5,0.21103405952453613,svd
100_data,38,1.7272112384940727e-17,1.5055918180865209,-1.51953125,0.32918691635131836,svd
100_data,76,1.9637738004094162e-17,1.5031091338158376,-1.41796875,0.484454870223999,svd
100_data,3,2.0185873175002847e-17,1.509385514434867,-1.60546875,0.37543439865112305,svd
100_data,68,1.7272112384940727e-17,1.5055918180865209,-1.46484375,0.4600486755371094,svd
100_data,24,1.9637738004094162e-17,1.5031091338158376,-1.16796875,0.5911662578582764,svd
100_data,49,1.9637738004094162e-17,1.5031091338158376,-1.48046875,0.46275901794433594,svd
100_data,81,1.2063366561579547e-17,1.5021770693604726,-1.328125,0.47381591796875,svd
100_data,16,2.3047029455365385e-17,1.4971962592310541,-1.4140625,0.2631955146789551,svd
100_data,61,1.0789803067675907e-17,1.5118578920369088,-1.5859375,0.5995841026306152,svd
100_data,5,1.7272112384940727e-17,1.5055918180865209,-1.2265625,0.2324066162109375,svd
100_data,28,1.7272112384940727e-17,1.5055918180865209,-1.7734375,0.3319995403289795,svd
100_data,87,1.7272112384940727e-17,1.5055918180865209,-1.71484375,0.4345858097076416,svd
100_data,33,2.1747543346246386e-17,1.4971962592310541,-1.71484375,0.4168369770050049,svd
1000_data,73,0.21105270334120518,1.4814476230623728,12.13671875,10.558468341827393,svd
1000_data,57,0.21073393541013435,1.4766179140847921,14.55859375,11.020090341567993,svd
1000_data,89,0.21215903093256663,1.4787919111836492,13.85546875,11.165904998779297,svd
1000_data,26,0.21370633655296167,1.475177628981593,12.2578125,11.218951940536499,svd
1000_data,91,0.21189993617105968,1.4775652192982138,11.99609375,10.421661853790283,svd
1000_data,34,0.21562987285299373,1.4717989547205679,14.15625,11.33257269859314,svd
1000_data,10,0.21125618639627583,1.478388739667434,11.4921875,10.782089948654175,svd
1000_data,64,0.2121116316008903,1.4788578718862075,15.84765625,11.080416440963745,svd
1000_data,7,0.21414513468853327,1.4752647222646282,12.69921875,10.709600925445557,svd
1000_data,51,0.21116630140074708,1.474694052050655,13.0234375,10.479569673538208,svd
1000_data,95,0.2138375018083878,1.4727249578543025,5.51953125,10.564489841461182,svd
1000_data,13,0.20984500127773725,1.4816351479668748,4.5078125,11.532354593276978,svd
1000_data,42,0.21313439492001487,1.4740325502636862,5.73046875,12.759668588638306,svd
