data_name,rs,train_rmse,test_rmse,memory_usage,time_usage,algo
4000_data,73,0.4207505940385787,1.5226272131261953,10969088,148.45856308937073,svd
4000_data,57,0.4202842221911968,1.5218692508336373,4288512,149.48519563674927,svd
4000_data,89,0.4214295720259884,1.5214184009748715,-5791744,145.3247606754303,svd
4000_data,26,0.42144447887300546,1.5218455059043903,-9613312,145.14048552513123,svd
4000_data,91,0.42114626647392406,1.5213343029863602,-9646080,147.0893476009369,svd
4000_data,34,0.42096382269246035,1.522418339107126,15863808,149.7639708518982,svd
4000_data,10,0.42128433350778755,1.521050381111028,-13598720,145.72554802894592,svd
4000_data,64,0.42161340750432924,1.520609805368415,-188416,147.18025040626526,svd
4000_data,7,0.41998228011157035,1.5247143008452397,-3563520,144.33330273628235,svd
4000_data,51,0.41948752978431714,1.5225911653701625,16486400,144.10210990905762,svd
4000_data,95,0.422103203427905,1.5197563059553907,14651392,145.78221917152405,svd
4000_data,13,0.4214668633742028,1.521647227513942,4087808,142.09420728683472,svd
4000_data,42,0.42077987450180243,1.5206263442410883,-3817472,145.66846346855164,svd
4000_data,70,0.4218435114136594,1.5209629828122146,18587648,144.16577005386353,svd
4000_data,18,0.4216569241573106,1.5209838959943613,14336000,145.20382165908813,svd
4000_data,83,0.4220422095572204,1.519041004076941,-1703936,145.9809432029724,svd
4000_data,29,0.4208915608541876,1.5212358871387455,18726912,141.3958225250244,svd
4000_data,38,0.4207718569206315,1.5217290051212264,14696448,143.63592910766602,svd
4000_data,76,0.42184104590388927,1.520408853041354,405504,142.40330910682678,svd
4000_data,3,0.4217958990642512,1.5202677457926166,-3633152,146.34597969055176,svd
4000_data,68,0.4220817188525316,1.5191566957556977,-5816320,143.5417833328247,svd
4000_data,24,0.42161440412710915,1.5205495188685842,-5656576,145.18237709999084,svd
4000_data,49,0.42087040737386733,1.521608853874282,-2007040,141.63163781166077,svd
4000_data,81,0.4193475603129411,1.5260974413578565,-1695744,141.9685959815979,svd
4000_data,16,0.42012694767097225,1.5239851725457,-3465216,142.77320408821106,svd
4000_data,61,0.4219075244545914,1.5210301591677307,-3747840,141.49858951568604,svd
4000_data,5,0.4213719711823487,1.520382467637841,-5578752,140.80610990524292,svd
4000_data,28,0.4210473739532433,1.521508047386661,-2215936,141.75165009498596,svd
4000_data,87,0.41979940351841377,1.5213954458429986,15048704,140.1940577030182,svd
4000_data,33,0.42093809988473935,1.5229835190473437,-5771264,143.7720341682434,svd
