data_name,rs,train_rmse,test_rmse,memory_usage,time_usage,algo
1000_data,10,1.118262282867255,1.1047159245246847,7.890625,235.01552987098694,sgd
1000_data,64,1.1211912396485464,1.081816985996341,5.15234375,215.74138975143433,sgd
1000_data,7,1.118389549204635,1.099343188371962,1.28515625,246.3141806125641,sgd
1000_data,51,1.11957820269719,1.079936441149728,7.9296875,222.46313881874084,sgd
1000_data,95,1.1215954315841195,1.0766147873259146,5.1484375,228.67640662193298,sgd
1000_data,13,1.119843208272764,1.0824653628663665,1.28125,224.3827347755432,sgd
1000_data,42,1.1195721781150103,1.0798739956530599,8.03125,222.68817162513733,sgd
1000_data,70,1.1210408103846916,1.083197535510097,5.1484375,214.82088446617126,sgd
1000_data,18,1.1198071889579937,1.0791566575950426,1.28515625,228.83949160575867,sgd
1000_data,83,1.1193896020465104,1.0803263469814732,7.953125,214.44945573806763,sgd
1000_data,29,1.119125048192961,1.1066552619300907,5.15234375,209.33272242546082,sgd
1000_data,38,1.117499108834162,1.108186698554742,1.28515625,230.54245042800903,sgd
1000_data,76,1.11965642338963,1.105739346791868,6.328125,225.08041214942932,sgd
1000_data,3,1.1219608548691207,1.0792042885959878,12.9453125,200.61280584335327,sgd
1000_data,68,1.1186257265351849,1.103222976746374,0.765625,227.45590925216675,sgd
1000_data,24,1.1213532508251731,1.0819932162189954,6.33203125,240.21764278411865,sgd
1000_data,49,1.1217401980921227,1.0808902970306862,12.9453125,198.0536961555481,sgd
1000_data,81,1.1187795734632648,1.103225495522263,0.76953125,237.82158374786377,sgd
1000_data,16,1.120244749379243,1.0984537293743477,6.33203125,223.08606266975403,sgd
1000_data,61,1.1198360922456019,1.1084686486539375,12.9453125,223.39854526519775,sgd
1000_data,5,1.118602412332636,1.1052526557634934,0.76953125,226.23489594459534,sgd
1000_data,28,1.119880959481186,1.1025310444448655,6.328125,227.75049901008606,sgd
1000_data,87,1.1217369352295123,1.0804863292339302,12.9453125,218.67531394958496,sgd
1000_data,33,1.1209960750650725,1.0750827802781426,0.765625,229.79050183296204,sgd
2000_data,73,1.1143251926769184,1.1182201802543346,8.98828125,428.3303425312042,sgd
2000_data,57,1.1139482427991043,1.1172830750629756,10.8359375,459.83671164512634,sgd
2000_data,89,1.113835596223355,1.1189464547307435,8.88671875,445.5749988555908,sgd
2000_data,26,1.1137580911039995,1.119540333121844,8.7421875,413.45715951919556,sgd
2000_data,91,1.1145081129365173,1.1161704165562047,10.8359375,456.2494342327118,sgd
2000_data,34,1.1139591254581724,1.1194218177444835,8.88671875,438.7529573440552,sgd
2000_data,10,1.113931046939185,1.1174548233199166,8.74609375,426.8291368484497,sgd
2000_data,64,1.11458463516676,1.1156099485600404,10.8359375,459.43101143836975,sgd
2000_data,7,1.1141250541046195,1.11661654673098,8.88671875,421.038836479187,sgd
2000_data,51,1.1143127995060302,1.1198338675064452,8.73828125,442.31649923324585,sgd
2000_data,95,1.114494832380348,1.1158258908174175,10.8359375,466.80066323280334,sgd
2000_data,13,1.1147451014256184,1.1142025712524255,8.890625,427.0244641304016,sgd
2000_data,42,1.1147554414082521,1.1145668040740933,8.75,425.0804829597473,sgd
2000_data,70,1.1146676788086118,1.1147786264123578,10.8359375,475.4939658641815,sgd
2000_data,18,1.114383370376632,1.1194786771773217,8.88671875,451.7311954498291,sgd
2000_data,83,1.1144821888307264,1.116364778423681,8.98828125,432.56015968322754,sgd
2000_data,29,1.1138560443726975,1.1194876613462905,10.8359375,458.7307472229004,sgd
2000_data,38,1.1133963489845875,1.1211767321335246,8.88671875,421.5585858821869,sgd
2000_data,76,1.1130346639726445,1.1186358195279662,6.10546875,465.9915759563446,sgd
2000_data,3,1.1136673922450402,1.1198501673028238,9.53125,471.2260389328003,sgd
2000_data,68,1.1144678769939131,1.1173272274099983,9.7890625,435.49764347076416,sgd
2000_data,24,1.1130823495644004,1.1193406447785694,6.09375,444.908442735672,sgd
2000_data,49,1.1140433928781963,1.1178615523312092,9.51953125,476.0082964897156,sgd
2000_data,81,1.1141744486788216,1.1191011664522907,9.77734375,417.59400391578674,sgd
2000_data,16,1.1125003359948138,1.1216660639146252,6.09375,457.5943386554718,sgd
2000_data,61,1.1135505118807858,1.1165188465716107,9.5234375,485.6809673309326,sgd
2000_data,5,1.1142306204171881,1.119268749461623,12.375,435.9751114845276,sgd
2000_data,28,1.1127949136296895,1.120266654348529,6.09375,443.39048051834106,sgd
2000_data,87,1.114090543863798,1.1164419295488928,7.671875,479.92295837402344,sgd
2000_data,33,1.1144833684031235,1.1173165812356556,7.44140625,435.136123418808,sgd
3000_data,73,1.12260139605547,1.1403465099703276,7.94140625,613.3854756355286,sgd
3000_data,57,1.1207954591977283,1.139628311212834,2.6953125,650.2122144699097,sgd
3000_data,89,1.121319984465176,1.1368364865538687,1.31640625,657.7767012119293,sgd
3000_data,26,1.122087661169186,1.1404639405810566,7.9375,635.5444006919861,sgd
3000_data,91,1.1213278707627872,1.1385470110418519,2.69140625,656.671247959137,sgd
3000_data,34,1.1211135877655591,1.1385314577161454,1.3125,634.4070286750793,sgd
3000_data,10,1.1210798186680833,1.1387778562606528,12.33984375,612.1222257614136,sgd
3000_data,64,1.120388600329907,1.1407455187724536,1.125,604.5181393623352,sgd
3000_data,7,1.1210875783579162,1.1389849827365452,0.0078125,656.8575284481049,sgd
3000_data,51,1.1211979829914664,1.1428666980048219,12.33984375,630.9627344608307,sgd
3000_data,95,1.1211390811044881,1.137238063608438,1.125,653.3563053607941,sgd
3000_data,13,1.121467004036639,1.1401140689252292,0.0078125,641.3742299079895,sgd
3000_data,42,1.1220751783887086,1.137879656090534,12.33984375,640.0155704021454,sgd
3000_data,70,1.1208437441988552,1.1383380110143515,1.12890625,636.0201771259308,sgd
3000_data,18,1.1215990482068285,1.139932822466885,0.01171875,634.7963247299194,sgd
3000_data,83,1.1218371379518206,1.1389243340840487,12.33984375,616.4753131866455,sgd
3000_data,29,1.120617940518754,1.1384795510309336,1.125,637.7799515724182,sgd
3000_data,38,1.1209616605960175,1.1416404702873055,0.0078125,664.0123000144958,sgd
3000_data,76,1.121109564002438,1.1377357626910398,8.66015625,622.8037774562836,sgd
3000_data,3,1.1218442059332463,1.1382411973403284,0.9375,635.4677150249481,sgd
3000_data,68,1.121126222123973,1.1367999448726196,1.21484375,670.6783716678619,sgd
3000_data,24,1.121358999168971,1.1402109577674653,5.7890625,627.6300888061523,sgd
3000_data,49,1.1227541076085856,1.1387187430719188,7.19140625,629.4350862503052,sgd
3000_data,81,1.120559633306965,1.139867421467019,0.0078125,672.2985849380493,sgd
3000_data,16,1.12023609917325,1.1413303477477326,8.66015625,634.3302919864655,sgd
3000_data,61,1.120920382603248,1.140767429916484,0.93359375,632.7761080265045,sgd
3000_data,5,1.1207997241419971,1.1387967174973568,1.21484375,696.4655938148499,sgd
3000_data,28,1.1206003118437875,1.1393506859408202,8.65625,651.0649573802948,sgd
3000_data,87,1.1215725592833923,1.1403631064885893,0.9375,621.0973689556122,sgd
3000_data,33,1.1208324890615455,1.138950221705384,1.21484375,659.5348215103149,sgd
4000_data,73,1.1214991137426906,1.148312689172342,23.6484375,878.6413264274597,sgd
4000_data,57,1.1202769242694366,1.1475625880531892,28.4609375,899.1866149902344,sgd
4000_data,89,1.1199560001377589,1.1496592713675635,23.359375,867.3898124694824,sgd
4000_data,26,1.1213463853739751,1.1494010994385522,23.65234375,906.6468064785004,sgd
4000_data,91,1.1207331561809328,1.147884879226136,28.20703125,921.0478363037109,sgd
4000_data,34,1.1192031633907262,1.152884384656511,23.33984375,877.3359894752502,sgd
4000_data,10,1.1200125447799671,1.1467650226936934,17.59765625,839.7414462566376,sgd
4000_data,64,1.120602886616254,1.1477319879079964,17.71484375,864.7211565971375,sgd
4000_data,7,1.120089175674321,1.1527064982901134,16.859375,886.4990746974945,sgd
4000_data,51,1.1205007814789978,1.1454563630306216,17.59765625,865.0748014450073,sgd
4000_data,95,1.121184291704998,1.1451335744721354,17.71484375,884.3283975124359,sgd
4000_data,13,1.1206738829879197,1.1496524787925482,16.859375,907.898068189621,sgd
4000_data,42,1.120367362765166,1.1475071588926509,23.9375,871.9563479423523,sgd
4000_data,70,1.1206092075925123,1.1489542058000677,26.09375,906.0868129730225,sgd
4000_data,18,1.1211510105176101,1.1482294558161736,24.18359375,887.9532735347748,sgd
4000_data,83,1.120149412122096,1.1483641863122767,22.30078125,869.7383348941803,sgd
4000_data,29,1.120862616546484,1.1462799412918445,19.9609375,878.3136959075928,sgd
4000_data,38,1.1206829861020031,1.1480734795977998,20.92578125,871.1626973152161,sgd
4000_data,76,1.1203789282909142,1.1477211534938208,21.93359375,852.745546579361,sgd
4000_data,3,1.1213940516836258,1.1468889301845613,18.0703125,890.2061817646027,sgd
4000_data,68,1.1215968258405489,1.145839433229928,20.0546875,809.197672367096,sgd
4000_data,24,1.1203509394004048,1.1483066872599876,21.93359375,862.8232340812683,sgd
4000_data,49,1.1216576321137888,1.1476650455508985,18.0703125,886.0265097618103,sgd
4000_data,81,1.1204772487416241,1.151708442411153,20.0546875,797.3196907043457,sgd
4000_data,16,1.120161774633353,1.1499190485595299,16.60546875,863.1068167686462,sgd
4000_data,61,1.1195701372289755,1.1500356099348141,17.296875,892.6551876068115,sgd
4000_data,5,1.1205870263039743,1.1465156435306108,21.84765625,807.7894062995911,sgd
4000_data,28,1.1204992675435403,1.147667645637556,16.6171875,879.9174604415894,sgd
4000_data,87,1.1196771376360533,1.14921931674131,17.296875,881.6263844966888,sgd
4000_data,33,1.1207595161224835,1.1502076419553426,21.84765625,775.0892968177795,sgd
5000_data,73,1.1200126972541067,1.1585746142177935,20.890625,1115.1565787792206,sgd
5000_data,57,1.1210083313201467,1.1526388859401233,0.0078125,1044.7796635627747,sgd
5000_data,89,1.121399587551405,1.15207461647483,0.0078125,878.3620939254761,sgd
5000_data,26,1.1205450693313228,1.1535339315044775,28.984375,1127.012214422226,sgd
5000_data,91,1.121387737917522,1.1556915111249249,0.0078125,1052.619392633438,sgd
5000_data,34,1.1207794433793583,1.1540618797986777,0.0078125,879.2216622829437,sgd
5000_data,10,1.1211786868549618,1.1535700877052684,27.078125,1115.1403441429138,sgd
5000_data,64,1.1201676455832752,1.159837747132764,20.109375,921.7004699707031,sgd
5000_data,7,1.1211188100104328,1.1525738320424277,18.5390625,864.2904534339905,sgd
5000_data,51,1.1200922787793197,1.157681775348764,21.8125,1092.0360865592957,sgd
5000_data,95,1.1209409772876038,1.1584481347519087,0.0078125,911.7567977905273,sgd
5000_data,13,1.1202671834844888,1.1581928193090463,5.1796875,848.0778887271881,sgd
5000_data,42,1.1208077306013018,1.1592678252744106,27.0859375,1114.675171136856,sgd
5000_data,70,1.1211078726361572,1.1567396270903758,20.1171875,906.9307928085327,sgd
5000_data,18,1.1208110274334677,1.1576816241145433,18.546875,855.5113010406494,sgd
5000_data,83,1.1207718488077731,1.1597070030228445,18.79296875,1060.1520795822144,sgd
5000_data,29,1.1206548224075914,1.1560662977527014,12.484375,920.4262719154358,sgd
5000_data,38,1.1206012850226508,1.1542712914458926,22.140625,856.2152678966522,sgd
5000_data,76,1.120771888170497,1.1539365598229956,15.109375,1042.413828611374,sgd
5000_data,3,1.1205105671475548,1.1582071105068592,6.6640625,880.8967354297638,sgd
5000_data,68,1.1202541531096486,1.1535018597466404,18.3671875,839.0213017463684,sgd
5000_data,24,1.1204314223778569,1.1600166826732923,15.11328125,1059.7666068077087,sgd
5000_data,49,1.1207965849366897,1.1575361241580364,6.66796875,875.7663216590881,sgd
5000_data,81,1.120050588385913,1.1539918351963874,18.37109375,822.4797496795654,sgd
5000_data,16,1.1202652946527054,1.1537408390235373,18.5,905.1115245819092,sgd
5000_data,61,1.1213489722296217,1.153460510088981,19.421875,842.6781535148621,sgd
5000_data,5,1.121059993550912,1.155088069824139,17.70703125,795.1784114837646,sgd
5000_data,28,1.1201457963423596,1.1534877714148095,18.5,912.565137386322,sgd
5000_data,87,1.1205928334922883,1.1584466733946504,19.421875,848.927090883255,sgd
5000_data,33,1.1209192428593417,1.1578537834299834,17.703125,787.1648178100586,sgd
